Name,Age,Experience (Years),Education Level,Hours Worked per week,Projects Completed,Performance Category
Bilal Qureshi,49,5,Master,4,0,Low
Usman Chaudhry,29,21,Master,9,4,Low
Usman Chaudhry,49,0,Bachelor,4,4,Good
Hassan Qureshi,57,3,Master,9,6,Excellent
Sara Chaudhry,47,28,Master,9,15,Low
Fatima Raza,29,20,Bachelor,4,17,Outstanding
Sara Chaudhry,49,25,Bachelor,5,5,Average
Ayesha Sheikh,49,13,PhD,5,1,Average
Ali Khan,58,8,Master,8,12,Low
Ayesha Butt,57,11,Bachelor,9,9,Average
Usman Chaudhry,48,5,Bachelor,9,19,Average
Fatima Sheikh,38,19,Master,9,10,Average
Ali Qureshi,30,23,Master,9,1,Average
Fatima Shah,54,26,Master,9,7,Average
Ahmed Raza,41,7,Bachelor,7,18,Average
Ahmed Iqbal,34,0,Master,6,19,Average
Fatima Iqbal,49,23,Bachelor,9,16,Excellent
Amna Qureshi,50,6,Bachelor,7,15,Good
Ahmed Qureshi,34,18,Master,5,9,Low
Hassan Qureshi,56,21,PhD,9,4,Average
Fatima Malik,27,34,Bachelor,5,13,Good
Hassan Malik,39,29,Bachelor,8,18,Low
Ahmed Raza,26,28,Master,6,3,Good
Bilal Iqbal,46,21,Bachelor,4,19,Average
Fatima Malik,23,10,Master,6,15,Average
Bilal Khan,31,19,Master,9,14,Average
Ayesha Iqbal,51,28,High School,9,8,Outstanding
Ali Butt,26,33,PhD,6,2,Excellent
Fatima Qureshi,54,0,Master,6,8,Excellent
Zain Shah,22,30,Master,8,17,Low
Fatima Malik,39,29,Master,5,3,Good
Sara Butt,53,17,Master,4,18,Average
Usman Chaudhry,32,16,High School,6,3,Good
Amna Ashraf,42,13,Bachelor,4,8,Low
Zain Raza,47,22,Master,6,0,Good
Ali Butt,46,24,Bachelor,5,0,Excellent
Ayesha Shah,43,14,High School,4,19,Average
Ali Sheikh,48,21,Master,7,18,Low
Usman Khan,34,2,Master,5,2,Low
Ayesha Butt,54,18,Bachelor,4,9,Average
Ali Malik,55,33,Master,6,11,Average
Sara Iqbal,56,34,Master,6,17,Good
Ahmed Shah,22,0,Bachelor,5,13,Average
Hassan Ashraf,42,20,Master,5,9,Average
Amna Shah,27,28,Bachelor,6,9,Average
Zain Sheikh,49,5,Bachelor,4,17,Average
Bilal Malik,38,0,Bachelor,7,0,Average
Hassan Chaudhry,26,0,Bachelor,8,14,Low
Bilal Qureshi,52,26,Bachelor,5,7,Average
Usman Ashraf,26,20,Master,6,2,Low
Sara Butt,59,15,Master,4,17,Good
Hassan Raza,24,25,Bachelor,5,8,Low
Fatima Malik,44,15,Master,4,15,Outstanding
Fatima Iqbal,58,27,Bachelor,5,14,Good
Fatima Khan,58,0,High School,6,4,Average
Bilal Qureshi,31,9,Master,4,12,Average
Sara Malik,31,16,High School,6,19,Average
Hassan Malik,40,22,Bachelor,4,6,Good
Sara Chaudhry,38,6,Master,5,15,Average
Usman Khan,42,6,Bachelor,8,6,Good
Fatima Raza,35,14,Master,8,15,Poor
Ahmed Chaudhry,30,33,Bachelor,7,12,Low
Sara Malik,22,3,High School,7,16,Average
Amna Raza,34,13,Bachelor,9,8,Low
Zain Raza,25,13,Bachelor,6,11,Average
Sara Ashraf,22,15,Bachelor,4,12,Poor
Ahmed Chaudhry,53,6,Bachelor,7,8,Excellent
Usman Qureshi,55,31,Master,5,4,Good
Ahmed Sheikh,49,18,PhD,8,6,Low
Amna Qureshi,52,1,Bachelor,4,0,Average
Ahmed Malik,29,9,Bachelor,9,3,Average
Usman Sheikh,47,16,Bachelor,8,3,Good
Usman Ashraf,55,11,PhD,4,15,Average
Sara Chaudhry,24,5,PhD,7,4,Poor
Fatima Khan,33,21,Bachelor,7,3,Average
Ahmed Qureshi,22,31,Master,6,5,Average
Usman Sheikh,26,19,Bachelor,9,2,Outstanding
Bilal Iqbal,51,0,High School,4,7,Excellent
Ali Malik,51,5,High School,9,16,Low
Hassan Butt,38,18,Bachelor,5,17,Good
Fatima Iqbal,44,17,Bachelor,9,17,Excellent
Zain Malik,36,5,High School,7,11,Poor
Hassan Iqbal,58,32,Master,6,0,Good
Sara Chaudhry,42,22,Bachelor,7,11,Average
Usman Iqbal,35,22,Bachelor,8,10,Good
Ayesha Butt,23,25,Bachelor,7,12,Average
Usman Khan,32,12,Bachelor,4,2,Outstanding
Hassan Shah,59,6,Bachelor,6,7,Average
Bilal Malik,55,14,Bachelor,4,2,Good
Hassan Butt,59,26,Bachelor,5,16,Low
Ali Malik,55,25,Bachelor,5,12,Average
Fatima Chaudhry,39,32,Bachelor,7,9,Outstanding
Ahmed Malik,51,14,Bachelor,6,16,Good
Ahmed Qureshi,36,26,Master,9,2,Average
Zain Chaudhry,48,4,Master,6,12,Average
Amna Ashraf,55,1,High School,6,5,Poor
Bilal Chaudhry,59,32,Bachelor,6,13,Average
Amna Qureshi,54,15,High School,7,9,Good
Hassan Iqbal,45,22,Bachelor,4,19,Average
Zain Shah,36,15,Bachelor,7,15,Average
Ali Malik,51,13,Bachelor,9,17,Good
Amna Raza,38,28,Bachelor,4,12,Average
Bilal Butt,26,25,PhD,9,9,Poor
Sara Shah,50,34,Bachelor,8,5,Average
Fatima Butt,25,14,Bachelor,8,9,Excellent
Bilal Shah,31,2,Bachelor,4,4,Excellent
Ali Ashraf,38,22,PhD,7,5,Average
Bilal Ashraf,31,28,Master,9,6,Poor
Ayesha Ashraf,38,33,Bachelor,9,10,Average
Ahmed Butt,41,32,Master,5,15,Good
Ali Malik,45,22,Bachelor,9,11,Average
Ali Malik,26,6,Master,7,11,Average
Bilal Malik,55,2,Master,5,19,Outstanding
Fatima Sheikh,27,31,Bachelor,7,4,Average
Amna Khan,23,30,Master,6,15,Average
Zain Iqbal,34,17,Bachelor,9,5,Average
Amna Ashraf,32,6,Bachelor,6,8,Low
Ali Shah,44,0,Bachelor,8,4,Low
Fatima Shah,37,13,Master,8,15,Excellent
Usman Qureshi,52,31,Bachelor,4,17,Low
Zain Qureshi,32,5,High School,9,18,Average
Fatima Malik,37,9,Master,5,11,Average
Zain Iqbal,29,6,Bachelor,6,1,Excellent
Sara Sheikh,25,25,High School,7,9,Good
Hassan Raza,25,33,Bachelor,9,11,Poor
Ali Ashraf,46,29,Bachelor,4,13,Good
Amna Ashraf,24,20,Bachelor,7,17,Average
Ali Qureshi,53,16,High School,6,18,Average
Zain Raza,24,32,PhD,9,5,Good
Bilal Iqbal,48,9,Master,6,4,Low
Zain Chaudhry,50,11,Bachelor,9,15,Outstanding
Amna Khan,53,15,Bachelor,9,13,Average
Zain Qureshi,40,31,Bachelor,6,12,Average
Usman Sheikh,42,14,Master,6,1,Average
Ayesha Qureshi,26,26,High School,7,1,Low
Fatima Ashraf,39,27,Bachelor,4,11,Average
Usman Sheikh,49,16,Master,6,0,Poor
Ahmed Chaudhry,43,1,Bachelor,8,18,Average
Bilal Malik,42,6,Bachelor,4,15,Good
Ahmed Khan,27,12,Master,8,6,Good
Ali Iqbal,22,14,Master,7,6,Average
Sara Shah,26,24,Bachelor,6,15,Average
Bilal Butt,33,22,Master,4,5,Average
Fatima Sheikh,47,21,High School,6,17,Average
Fatima Qureshi,55,25,Master,9,0,Low
Fatima Chaudhry,35,32,Bachelor,6,0,Good
Zain Malik,47,10,Master,4,13,Average
Usman Sheikh,48,9,PhD,6,5,Excellent
Ahmed Chaudhry,30,24,PhD,6,5,Average
Usman Malik,47,23,PhD,5,3,Excellent
Ayesha Butt,43,32,Bachelor,5,11,Average
Bilal Butt,51,16,Bachelor,4,17,Good
Zain Butt,38,23,Bachelor,4,9,Low
Bilal Qureshi,47,1,Master,9,2,Good
Sara Iqbal,57,31,Master,9,2,Average
Ali Ashraf,22,23,Bachelor,6,7,Average
Bilal Malik,29,8,PhD,8,0,Low
Ayesha Chaudhry,56,3,Master,4,17,Poor
Hassan Iqbal,36,16,PhD,6,14,Good
Ayesha Khan,43,16,Master,8,19,Average
Sara Shah,35,29,Bachelor,5,16,Average
Zain Khan,47,10,High School,9,10,Average
Usman Raza,49,20,High School,4,12,Low
Ayesha Raza,44,20,Bachelor,6,19,Good
Ahmed Qureshi,35,17,Master,5,9,Good
Ayesha Ashraf,45,28,Master,7,12,Average
Ali Khan,23,23,Master,5,16,Average
Hassan Shah,47,9,Master,6,0,Good
Ahmed Sheikh,35,16,High School,9,19,Excellent
Bilal Iqbal,28,17,Bachelor,8,15,Poor
Sara Iqbal,24,19,High School,7,15,Good
Amna Ashraf,44,17,Bachelor,7,2,Average
Ali Shah,39,16,Bachelor,9,1,Good
Usman Shah,59,8,High School,7,5,Average
Usman Butt,56,13,Bachelor,4,10,Average
Ali Ashraf,36,28,Bachelor,6,2,Average
Zain Shah,46,30,Master,7,0,Average
Zain Shah,58,3,Bachelor,5,10,Average
Bilal Qureshi,49,17,Bachelor,8,12,Good
Ali Shah,31,19,Bachelor,6,4,Average
Usman Ashraf,38,8,PhD,9,17,Poor
Ahmed Chaudhry,43,12,Bachelor,5,14,Poor
Hassan Ashraf,47,14,Bachelor,4,17,Good
Ali Shah,46,26,Master,7,14,Good
Ali Raza,38,14,Bachelor,5,19,Good
Bilal Chaudhry,34,27,PhD,6,19,Average
Bilal Iqbal,41,18,Bachelor,5,19,Average
Ali Shah,46,25,Bachelor,4,6,Low
Ayesha Ashraf,25,25,High School,8,16,Outstanding
Sara Ashraf,31,24,Master,7,7,Average
Ahmed Malik,24,25,Bachelor,6,12,Average
Amna Malik,39,25,Bachelor,7,15,Good
Amna Iqbal,57,27,Bachelor,7,9,Excellent
Sara Ashraf,43,17,Bachelor,9,13,Poor
Fatima Sheikh,55,31,High School,7,5,Average
Sara Malik,29,2,Master,5,19,Average
Ahmed Qureshi,40,1,Master,5,6,Average
Sara Sheikh,58,32,Bachelor,8,5,Poor
Zain Sheikh,27,18,Bachelor,4,16,Good
Ali Sheikh,47,16,Master,6,7,Average
Hassan Butt,55,32,Bachelor,5,11,Good
Zain Chaudhry,27,11,Bachelor,7,3,Low
Hassan Chaudhry,58,2,Bachelor,4,9,Low
Zain Ashraf,54,25,Master,6,5,Good
Fatima Sheikh,43,34,PhD,6,6,Good
Hassan Malik,42,7,Master,6,7,Good
Hassan Butt,27,6,High School,6,2,Good
Ayesha Qureshi,27,15,Bachelor,8,7,Low
Zain Khan,25,23,Master,6,14,Average
Fatima Iqbal,51,0,High School,4,0,Average
Ali Qureshi,32,24,PhD,5,12,Excellent
Hassan Butt,51,9,PhD,4,17,Average
Usman Khan,52,15,High School,7,14,Low
Fatima Qureshi,45,15,PhD,9,6,Average
Ali Malik,30,7,Bachelor,8,14,Excellent
Zain Chaudhry,24,28,Master,8,2,Good
Amna Shah,52,27,Bachelor,7,13,Excellent
Hassan Chaudhry,58,5,Bachelor,4,19,Average
Amna Khan,57,15,Master,4,3,Average
Hassan Chaudhry,45,19,Master,7,3,Average
Sara Ashraf,52,15,High School,9,2,Low
Zain Butt,27,6,Bachelor,6,4,Poor
Amna Sheikh,23,13,Bachelor,6,10,Low
Usman Butt,41,25,Bachelor,5,7,Average
Ali Ashraf,49,25,Bachelor,4,1,Excellent
Ali Iqbal,32,13,Bachelor,4,15,Low
Ahmed Khan,25,6,Bachelor,7,9,Excellent
Sara Butt,36,32,High School,7,17,Average
Hassan Iqbal,27,25,High School,6,6,Average
Amna Chaudhry,51,19,High School,4,4,Average
Ahmed Ashraf,59,2,Bachelor,4,6,Average
Fatima Qureshi,23,3,PhD,8,5,Average
Bilal Shah,36,25,High School,5,0,Good
Fatima Chaudhry,32,10,PhD,5,10,Good
Usman Ashraf,29,1,Master,6,12,Good
Ali Ashraf,47,13,Master,9,11,Average
Ali Iqbal,26,29,Master,4,0,Good
Bilal Qureshi,27,11,Master,8,14,Average
Ayesha Chaudhry,47,25,High School,4,0,Outstanding
Ahmed Ashraf,25,32,Bachelor,7,2,Average
Ali Chaudhry,40,12,Master,6,14,Outstanding
Ahmed Ashraf,41,13,Bachelor,9,8,Good
Ayesha Shah,54,23,Master,5,13,Good
Ahmed Chaudhry,41,33,High School,4,7,Poor
Ali Qureshi,33,25,Master,9,3,Average
Amna Shah,22,20,Bachelor,6,19,Average
Fatima Sheikh,47,27,Bachelor,5,19,Poor
Amna Malik,35,1,Bachelor,4,5,Average
Bilal Iqbal,59,8,Master,8,0,Outstanding
Fatima Khan,58,22,Master,6,17,Average
Fatima Qureshi,32,14,Bachelor,4,5,Low
Ahmed Raza,57,12,Master,5,13,Average
Fatima Butt,34,22,Bachelor,5,10,Poor
Sara Raza,24,16,High School,8,16,Average
Ahmed Sheikh,54,1,High School,6,8,Average
Ali Qureshi,27,19,High School,6,6,Average
Ali Iqbal,31,19,Bachelor,9,13,Good
Amna Iqbal,26,2,Bachelor,4,16,Low
Usman Ashraf,44,11,Master,9,7,Excellent
Zain Sheikh,31,1,Master,5,15,Outstanding
Zain Shah,23,13,High School,5,11,Poor
Ahmed Sheikh,34,15,Bachelor,8,11,Good
Ahmed Chaudhry,23,18,Bachelor,8,4,Average
Ahmed Butt,41,33,Bachelor,6,4,Average
Usman Shah,22,5,High School,9,13,Low
Fatima Raza,58,12,High School,5,5,Average
Hassan Chaudhry,30,21,PhD,4,6,Outstanding
Ayesha Butt,38,17,Master,7,16,Low
Sara Iqbal,30,11,Bachelor,4,8,Low
Sara Qureshi,32,29,Bachelor,8,12,Low
Hassan Raza,36,6,Bachelor,4,8,Average
Fatima Chaudhry,45,31,Master,5,15,Excellent
Hassan Butt,59,18,Bachelor,9,3,Average
Ayesha Shah,56,5,High School,6,1,Low
Amna Iqbal,51,19,Master,9,12,Average
Bilal Sheikh,52,26,Bachelor,7,12,Average
Sara Chaudhry,26,6,Bachelor,6,18,Poor
Ahmed Qureshi,35,4,Bachelor,7,11,Average
Usman Butt,32,10,Bachelor,7,3,Low
Fatima Iqbal,30,14,Bachelor,5,9,Good
Ali Iqbal,55,2,Bachelor,5,15,Average
Ali Qureshi,33,4,Bachelor,8,18,Good
Ali Sheikh,56,22,High School,8,7,Outstanding
Ayesha Butt,56,8,Master,7,5,Excellent
Amna Sheikh,22,14,Bachelor,9,3,Low
Bilal Malik,43,2,High School,8,6,Excellent
Sara Butt,50,28,Master,5,13,Good
Fatima Khan,29,5,Master,8,12,Good
Bilal Khan,32,16,Master,7,4,Poor
Bilal Iqbal,58,25,Bachelor,6,8,Low
Fatima Raza,35,20,Bachelor,9,2,Outstanding
Bilal Malik,51,7,Master,9,9,Low
Fatima Raza,56,20,Master,4,14,Low
Usman Ashraf,42,10,Bachelor,8,19,Average
Ali Ashraf,58,7,PhD,9,16,Excellent
Ahmed Sheikh,26,23,High School,5,5,Average
Usman Qureshi,40,34,PhD,6,2,Excellent
Hassan Sheikh,35,13,Master,5,17,Average
Hassan Butt,47,13,Master,8,4,Low
Zain Khan,25,9,PhD,7,12,Average
Ali Khan,46,11,Master,4,0,Average
Ayesha Raza,46,33,Bachelor,4,16,Average
Ahmed Iqbal,39,9,Bachelor,6,2,Average
Zain Iqbal,29,16,High School,9,18,Low
Bilal Malik,35,16,Bachelor,9,19,Average
Ayesha Raza,53,2,Master,9,11,Good
Ayesha Malik,59,30,Bachelor,4,7,Average
Usman Raza,54,0,Bachelor,7,7,Poor
Bilal Chaudhry,44,11,Bachelor,9,14,Low
Hassan Malik,36,3,Master,5,10,Average
Ali Butt,54,12,High School,9,19,Excellent
Zain Iqbal,46,33,Bachelor,7,0,Average
Usman Iqbal,38,20,Bachelor,6,15,Poor
Zain Raza,54,21,Master,6,13,Average
Ahmed Qureshi,23,3,High School,4,6,Good
Bilal Khan,35,17,Master,7,5,Average
Zain Ashraf,27,4,Bachelor,5,3,Average
Sara Chaudhry,27,18,Bachelor,7,7,Good
Bilal Sheikh,24,1,PhD,5,18,Average
Ali Iqbal,28,11,High School,5,2,Low
Fatima Malik,29,16,Bachelor,7,3,Low
Amna Iqbal,36,9,High School,8,12,Average
Amna Iqbal,50,33,Bachelor,7,1,Good
Amna Khan,54,5,Bachelor,5,10,Outstanding
Bilal Butt,51,7,Bachelor,9,15,Average
Usman Shah,48,10,High School,6,9,Good
Fatima Qureshi,57,11,Bachelor,6,14,Low
Usman Ashraf,50,8,Master,4,9,Excellent
Ali Ashraf,59,1,Master,6,1,Average
Sara Malik,54,7,Bachelor,8,5,Average
Zain Ashraf,58,10,Bachelor,5,13,Low
Ahmed Khan,48,9,Bachelor,7,1,Poor
Fatima Iqbal,54,20,Bachelor,7,9,Good
Fatima Sheikh,25,19,Bachelor,8,16,Low
Hassan Butt,43,7,Bachelor,6,7,Low
Ahmed Sheikh,23,28,Bachelor,5,15,Low
Ali Butt,31,11,Bachelor,6,13,Poor
Usman Qureshi,26,13,Bachelor,4,9,Average
Sara Khan,31,20,PhD,6,12,Average
Sara Khan,54,21,Bachelor,4,0,Average
Fatima Qureshi,59,20,Master,7,9,Average
Amna Shah,34,29,Master,5,11,Good
Amna Butt,52,19,Bachelor,9,16,Excellent
Ayesha Khan,57,23,Bachelor,4,13,Average
Sara Qureshi,45,22,Bachelor,6,4,Average
Fatima Khan,36,6,High School,6,18,Average
Fatima Qureshi,50,8,Bachelor,7,4,Average
Ali Ashraf,29,0,Master,8,14,Good
Bilal Shah,26,25,High School,9,12,Average
Hassan Shah,50,21,Bachelor,8,16,Average
Fatima Sheikh,25,9,Master,6,0,Average
Hassan Butt,33,5,Master,8,13,Excellent
Fatima Iqbal,23,16,Bachelor,9,3,Excellent
Ayesha Malik,48,23,Master,9,8,Good
Bilal Malik,52,9,Bachelor,5,16,Average
Bilal Chaudhry,57,7,Bachelor,8,2,Low
Ahmed Iqbal,57,20,Bachelor,5,12,Good
Ayesha Ashraf,47,5,Bachelor,6,11,Low
Ali Malik,48,20,PhD,6,15,Average
Fatima Qureshi,26,23,High School,6,3,Average
Ayesha Butt,41,32,Bachelor,7,17,Average
Zain Shah,32,17,Bachelor,8,2,Average
Ahmed Butt,31,27,Bachelor,4,16,Excellent
Fatima Butt,59,31,High School,9,0,Poor
Usman Ashraf,27,11,Bachelor,4,18,Good
Zain Shah,29,26,Master,6,3,Good
Ayesha Khan,44,9,Bachelor,8,16,Excellent
Ali Shah,47,31,Bachelor,5,6,Average
Fatima Iqbal,33,25,Bachelor,4,1,Average
Ahmed Khan,47,24,Bachelor,6,11,Outstanding
Ahmed Chaudhry,34,10,Bachelor,4,4,Average
Hassan Khan,39,22,Master,4,15,Average
Ahmed Malik,46,33,PhD,9,7,Average
Sara Ashraf,54,22,Bachelor,4,7,Poor
Fatima Shah,33,28,Bachelor,6,12,Average
Zain Khan,57,30,Master,9,13,Good
Zain Sheikh,25,6,Bachelor,6,10,Good
Hassan Ashraf,26,32,Bachelor,7,5,Poor
Fatima Butt,58,20,Bachelor,7,15,Good
Ali Chaudhry,29,1,Master,7,14,Average
Ahmed Iqbal,49,17,Bachelor,4,15,Average
Fatima Shah,52,32,Master,8,12,Outstanding
Fatima Qureshi,30,33,Master,6,11,Average
Sara Malik,50,19,Bachelor,7,17,Good
Usman Sheikh,35,34,Master,8,17,Average
Hassan Iqbal,43,17,Master,7,13,Good
Bilal Iqbal,32,23,Bachelor,7,1,Average
Ali Qureshi,44,7,Bachelor,8,1,Average
Ayesha Butt,22,29,High School,7,2,Average
Sara Chaudhry,58,9,Bachelor,4,7,Average
Ayesha Butt,42,22,Bachelor,4,10,Low
Sara Malik,47,10,Bachelor,9,11,Good
Ahmed Malik,57,1,Bachelor,4,3,Average
Hassan Sheikh,44,25,Master,5,8,Good
Hassan Malik,22,32,Bachelor,9,16,Average
Fatima Ashraf,36,12,Bachelor,7,15,Average
Ali Iqbal,42,24,Bachelor,5,16,Outstanding
Amna Qureshi,30,3,Bachelor,6,14,Outstanding
Ayesha Sheikh,30,18,Bachelor,8,19,Average
Ahmed Ashraf,31,17,Bachelor,6,6,Excellent
Amna Raza,47,29,Bachelor,5,9,Average
Ali Raza,56,18,Master,4,3,Poor
Ahmed Raza,46,22,Master,7,13,Average
Hassan Khan,47,15,Bachelor,9,13,Outstanding
Fatima Iqbal,32,0,Master,7,13,Outstanding
Zain Ashraf,59,11,Master,4,13,Low
Hassan Iqbal,23,23,High School,7,19,Good
Ahmed Chaudhry,28,33,PhD,8,17,Good
Ali Malik,39,7,Master,8,14,Average
Ayesha Shah,48,17,Bachelor,8,18,Good
Hassan Iqbal,55,4,Bachelor,6,12,Average
Bilal Shah,48,25,High School,4,11,Low
Zain Malik,38,29,High School,8,18,Good
Ahmed Ashraf,45,12,Master,5,18,Average
Ali Butt,46,18,Bachelor,8,19,Average
Hassan Iqbal,28,28,Master,9,1,Low
Fatima Sheikh,27,2,Master,6,2,Good
Amna Chaudhry,45,25,Master,5,9,Average
Ahmed Sheikh,54,11,Master,4,4,Average
Bilal Iqbal,50,1,High School,4,11,Average
Usman Malik,43,10,Bachelor,9,6,Low
Amna Sheikh,47,27,Master,8,8,Excellent
Ayesha Sheikh,49,17,High School,5,1,Average
Ahmed Ashraf,42,12,High School,9,9,Average
Sara Ashraf,28,21,Master,5,5,Low
Amna Qureshi,38,11,Master,8,11,Low
Ali Qureshi,41,1,Bachelor,8,5,Excellent
Sara Iqbal,41,6,Master,7,2,Average
Ayesha Sheikh,43,25,Master,7,9,Good
Ayesha Chaudhry,49,25,Bachelor,8,8,Poor
Amna Malik,28,23,High School,6,19,Average
Amna Sheikh,22,11,PhD,9,4,Excellent
Zain Chaudhry,53,15,Bachelor,7,2,Average
Ahmed Sheikh,34,22,High School,8,4,Average
Zain Chaudhry,51,8,Bachelor,5,7,Excellent
Fatima Chaudhry,44,31,Master,9,7,Good
Usman Khan,40,14,Bachelor,7,13,Poor
Ali Khan,53,12,Bachelor,6,16,Average
Zain Qureshi,51,4,Bachelor,9,10,Poor
Sara Chaudhry,50,10,PhD,9,15,Excellent
Bilal Chaudhry,50,9,Bachelor,4,5,Average
Usman Butt,51,12,Bachelor,5,10,Outstanding
Amna Qureshi,37,14,PhD,6,9,Poor
Ayesha Butt,40,6,High School,6,8,Average
Sara Shah,39,27,PhD,6,14,Low
Ayesha Butt,22,31,PhD,5,6,Average
Ali Khan,35,34,Master,6,17,Low
Ahmed Butt,23,14,Bachelor,4,0,Average
Bilal Butt,49,20,Master,7,14,Good
Hassan Raza,51,5,Master,5,1,Low
Fatima Chaudhry,59,0,PhD,6,1,Average
Ahmed Ashraf,25,3,Bachelor,8,9,Excellent
Fatima Ashraf,22,10,Master,7,19,Outstanding
Bilal Sheikh,29,25,Bachelor,9,14,Average
Fatima Iqbal,50,22,Bachelor,5,9,Excellent
Amna Malik,24,28,Bachelor,8,18,Average
Fatima Raza,53,20,Master,9,12,Average
Hassan Malik,31,26,Bachelor,8,10,Excellent
Ayesha Butt,31,12,Bachelor,6,1,Good
Sara Sheikh,40,22,PhD,5,12,Excellent
Ali Khan,55,15,Bachelor,6,0,Good
Ayesha Shah,54,29,Master,9,4,Low
Zain Shah,44,3,Bachelor,4,6,Average
Sara Sheikh,49,15,Bachelor,8,12,Average
Fatima Chaudhry,53,30,Master,4,12,Average
Fatima Raza,28,24,PhD,9,19,Low
Ahmed Butt,50,11,Bachelor,6,5,Average
Amna Butt,29,25,Master,7,19,Excellent
Hassan Qureshi,22,32,High School,8,11,Excellent
Hassan Khan,24,27,Bachelor,7,7,Average
Ali Shah,45,8,Bachelor,5,8,Average
Amna Butt,44,11,High School,8,17,Good
Sara Raza,29,4,Bachelor,4,10,Average
Zain Ashraf,58,27,Bachelor,7,19,Outstanding
Usman Khan,24,34,High School,9,10,Low
Ayesha Butt,54,4,Bachelor,5,14,Average
Zain Butt,49,33,Bachelor,8,8,Excellent
Ayesha Iqbal,29,33,Bachelor,9,2,Excellent
Usman Malik,55,12,PhD,5,16,Average
Bilal Sheikh,56,13,Master,4,16,Low
Ayesha Ashraf,53,10,Bachelor,9,2,Good
Bilal Ashraf,45,3,PhD,8,18,Average
Usman Shah,35,32,Master,5,8,Good
Usman Chaudhry,53,6,Bachelor,6,16,Average
Amna Raza,37,7,High School,8,17,Low
Fatima Iqbal,25,9,Master,8,14,Poor
Ayesha Malik,58,14,Bachelor,8,0,Average
Bilal Iqbal,42,14,Master,8,9,Low
Hassan Iqbal,35,4,Master,6,7,Low
Ayesha Chaudhry,52,28,Master,9,9,Average
Zain Malik,39,18,PhD,9,1,Average
Ahmed Malik,28,9,Bachelor,9,18,Average
Bilal Ashraf,31,11,High School,4,13,Low
Fatima Iqbal,28,3,Master,6,7,Excellent
Fatima Sheikh,54,30,Bachelor,6,18,Low
Sara Chaudhry,44,17,Master,5,0,Average
Amna Shah,42,15,PhD,7,15,Average
Amna Khan,40,24,Master,9,14,Excellent
Usman Khan,40,22,Bachelor,7,19,Average
Ahmed Ashraf,57,11,Bachelor,5,4,Low
Hassan Iqbal,50,33,Bachelor,6,2,Poor
Hassan Sheikh,39,2,Bachelor,5,16,Good
Zain Iqbal,23,8,Master,8,9,Good
Ahmed Ashraf,22,17,Master,5,4,Average
Zain Ashraf,26,34,Master,5,10,Low
Ahmed Shah,41,33,Bachelor,8,5,Average
Zain Qureshi,32,13,Bachelor,7,3,Average
Zain Ashraf,23,3,Master,8,6,Good
Amna Iqbal,24,28,Bachelor,4,18,Poor
Amna Butt,44,14,Bachelor,5,6,Average
Zain Qureshi,33,27,Master,5,13,Average
Hassan Khan,41,15,Master,7,16,Average
Fatima Ashraf,26,11,Bachelor,6,16,Average
Ali Shah,58,4,Master,8,12,Excellent
Zain Qureshi,59,33,Bachelor,6,0,Average
Usman Chaudhry,51,0,PhD,4,1,Average
Hassan Qureshi,30,31,High School,8,17,Average
Zain Chaudhry,55,25,High School,4,3,Average
Sara Khan,56,16,Master,4,12,Poor
Zain Butt,43,26,Bachelor,4,0,Average
Ahmed Iqbal,45,23,Master,9,3,Poor
Zain Shah,38,34,Master,8,1,Outstanding
Ahmed Raza,31,25,Master,8,3,Average
Usman Chaudhry,51,22,PhD,9,15,Low
Ali Raza,44,21,Bachelor,7,3,Low
Usman Butt,53,3,Master,9,8,Average
Fatima Shah,38,8,High School,5,16,Average
Ahmed Shah,38,3,Bachelor,6,19,Average
Sara Shah,35,6,Master,6,1,Average
Amna Chaudhry,30,22,Bachelor,4,2,Excellent
Hassan Khan,23,1,Bachelor,8,14,Average
Ahmed Iqbal,46,23,Bachelor,8,6,Average
Sara Iqbal,30,30,Master,4,3,Good
Fatima Butt,43,30,PhD,5,11,Poor
Amna Shah,25,33,High School,6,0,Low
Fatima Sheikh,47,23,Bachelor,9,16,Average
Hassan Iqbal,50,25,Master,7,3,Good
Fatima Iqbal,55,15,Bachelor,5,3,Average
Fatima Qureshi,44,12,High School,8,8,Low
Zain Butt,58,14,Bachelor,4,9,Excellent
Sara Raza,32,26,Bachelor,6,18,Average
Ayesha Iqbal,27,3,Bachelor,4,18,Good
Ayesha Raza,39,15,Master,8,14,Excellent
Ayesha Qureshi,42,29,Bachelor,4,16,Average
Sara Butt,57,29,PhD,9,6,Good
Fatima Butt,59,2,Master,6,2,Good
Fatima Iqbal,55,21,Master,4,4,Excellent
Ayesha Qureshi,38,21,High School,6,15,Average
Ali Chaudhry,58,11,Bachelor,4,6,Excellent
Amna Shah,46,20,Bachelor,4,15,Poor
Bilal Ashraf,59,3,PhD,6,8,Good
Ahmed Qureshi,33,30,Bachelor,9,0,Average
Usman Qureshi,44,30,Bachelor,4,2,Low
Ali Ashraf,43,22,Bachelor,9,7,Poor
Hassan Qureshi,42,19,Bachelor,5,17,Average
Hassan Raza,48,14,Bachelor,7,17,Average
Sara Iqbal,52,22,Bachelor,5,18,Low
Ayesha Iqbal,27,27,High School,7,6,Low
Ayesha Sheikh,48,15,High School,5,19,Average
Ali Chaudhry,55,20,Bachelor,7,5,Average
Zain Raza,33,14,Master,4,10,Average
